departmentId,sourceDepartment,campus,day,period,term,gradeYear,className,title,teacher,lectureCode,room,target,remarks,requiredFlag,sourcePage,sourceFile,normalizedTitle,matchedCourseId,matchedCourseTitle,matchedCourseType,matchedCategory,matchedGroup,matchStatus,matchConfidence
iyo,医用,世田谷,木,3,前期前,3,乙,臨床機器学及び実習(a),京相 雅樹 坂口 勝久 髙橋 玄宇,saa144304,2号館臨床,対象[22-21],"対開講(木3,木4) 実習室",,12,2026世田谷キャンパス前期.pdf,臨床機器学及び実習(a),,,,,,unmatched,0
iyo,医用,世田谷,木,3,前期前,3,乙,臨床機器実習(a),京相 雅樹 坂口 勝久 髙橋 玄宇,saa144304,2号館臨床,対象[24-23],"対開講(木3,木4) 実習室",,12,2026世田谷キャンパス前期.pdf,臨床機器実習(a),,,,,,unmatched,0
iyo,医用,世田谷,木,3,前期後,1,乙,データサイエンスリテラシー (1),若山 昇,sab144306,11D,対象[26-20],"対開講(木3,木4)",,12,2026世田谷キャンパス前期.pdf,データサイエンスリテラシー(1),TCU-DS-LIT1,データサイエンスリテラシー(1),elective-required,数理・データ活用及び人工知能に関する科目,共通分野,exact,1.0
iyo,医用,世田谷,木,3,前期後,2,乙,ベクトル解析学,服部 新,sab141305,11F,対象[25-16],"対開講(月3,木3)",,12,2026世田谷キャンパス前期.pdf,ベクトル解析学,,,,,,unmatched,0
iyo,医用,世田谷,木,3,前期後,3,乙,臨床機器学及び実習(b),京相 雅樹 坂口 勝久 髙橋 玄宇,sab144305,2号館臨床,対象[22-21],"対開講(木3,木4) 実習室",,12,2026世田谷キャンパス前期.pdf,臨床機器学及び実習(b),,,,,,unmatched,0
iyo,医用,世田谷,木,3,前期後,3,乙,臨床機器実習(b),京相 雅樹 坂口 勝久 髙橋 玄宇,sab144305,2号館臨床,対象[24-23],"対開講(木3,木4) 実習室",,12,2026世田谷キャンパス前期.pdf,臨床機器実習(b),,,,,,unmatched,0
iyo,医用,世田谷,木,4,前期前,2,乙,微分方程式論,中井 洋史,saa141202,1BB,対象[25-16],"対開講(月2,木4)",,12,2026世田谷キャンパス前期.pdf,微分方程式論,,,,,,unmatched,0
iyo,医用,世田谷,木,4,前期前,3,乙,臨床機器学及び実習(a),京相 雅樹 坂口 勝久 髙橋 玄宇,saa144304,2号館臨床,対象[22-21],"対開講(木3,木4) 実習室",,12,2026世田谷キャンパス前期.pdf,臨床機器学及び実習(a),,,,,,unmatched,0
iyo,医用,世田谷,木,4,前期前,3,乙,臨床機器実習(a),京相 雅樹 坂口 勝久 髙橋 玄宇,saa144304,2号館臨床,対象[24-23],"対開講(木3,木4) 実習室",,12,2026世田谷キャンパス前期.pdf,臨床機器実習(a),,,,,,unmatched,0
iyo,医用,世田谷,木,4,前期後,1,乙,データサイエンスリテラシー (1),若山 昇,sab144306,11D,対象[26-20],"対開講(木3,木4)",,12,2026世田谷キャンパス前期.pdf,データサイエンスリテラシー(1),TCU-DS-LIT1,データサイエンスリテラシー(1),elective-required,数理・データ活用及び人工知能に関する科目,共通分野,exact,1.0
