departmentId,sourceDepartment,day,period,term,gradeYear,className,title,teacher,lectureCode,room,target,remarks,requiredFlag,sourcePage
kikai,機械,木,5,前期前,1,,再・SD PBL(1),小林 志好,saa111501,12H,対象[25-20],"対開講(月5,木5)",,2
kikai,機械,金,1,前期,1,III-A,Communication,佐竹 幸信 グルンデル 教子 ヴァーラ内田 エイ ドリアン ミッシェ 倉持 和歌子 吹野 佐枝子 大塚 圭 吉田 季実子 松本 弘法 稲垣 亜希子 三宅 加恵,saz115101,12G,対象[26-26],,,2
kikai,機械,金,1,前期,1,III-B,Communication,佐竹 幸信 グルンデル 教子 ヴァーラ内田 エイ ドリアン ミッシェ 倉持 和歌子 吹野 佐枝子 大塚 圭 吉田 季実子 松本 弘法 稲垣 亜希子 三宅 加恵,saz115102,12H,対象[26-26],,,2
kikai,機械,金,1,前期,1,III-C,Communication,佐竹 幸信 グルンデル 教子 ヴァーラ内田 エイ ドリアン ミッシェ 倉持 和歌子 吹野 佐枝子 大塚 圭 吉田 季実子 松本 弘法 稲垣 亜希子 三宅 加恵,saz115103,12D,対象[26-26],,,2
kikai,機械,金,1,前期,1,III-D,Skills(1),佐竹 幸信 グルンデル 教子 ヴァーラ内田 エイ ドリアン ミッシェ 倉持 和歌子 吹野 佐枝子 大塚 圭 吉田 季実子 松本 弘法 稲垣 亜希子 三宅 加恵,saz115104,12E,対象[26-26],,,2
kikai,機械,金,1,前期,1,III-E,Communication,佐竹 幸信 グルンデル 教子 ヴァーラ内田 エイ ドリアン ミッシェ 倉持 和歌子 吹野 佐枝子 大塚 圭 吉田 季実子 松本 弘法 稲垣 亜希子 三宅 加恵,saz115105,11C,対象[26-26],,,2
kikai,機械,金,1,前期,1,III-F,Communication,佐竹 幸信 グルンデル 教子 ヴァーラ内田 エイ ドリアン ミッシェ 倉持 和歌子 吹野 佐枝子 大塚 圭 吉田 季実子 松本 弘法 稲垣 亜希子 三宅 加恵,saz115106,12B,対象[26-26],,,2
kikai,機械,金,1,前期,1,III-G,Communication,佐竹 幸信 グルンデル 教子 ヴァーラ内田 エイ ドリアン ミッシェ 倉持 和歌子 吹野 佐枝子 大塚 圭 吉田 季実子 松本 弘法 稲垣 亜希子 三宅 加恵,saz115107,12F,対象[26-26],,,2
kikai,機械,金,1,前期,1,III-H,Communication,佐竹 幸信 グルンデル 教子 ヴァーラ内田 エイ ドリアン ミッシェ 倉持 和歌子 吹野 佐枝子 大塚 圭 吉田 季実子 松本 弘法 稲垣 亜希子 三宅 加恵,saz115108,11D,対象[26-26],,,2
kikai,機械,金,1,前期,1,III-I,Communication,佐竹 幸信 グルンデル 教子 ヴァーラ内田 エイ ドリアン ミッシェ 倉持 和歌子 吹野 佐枝子 大塚 圭 吉田 季実子 松本 弘法 稲垣 亜希子 三宅 加恵,saz115109,11B,対象[26-26],,,2
